"","age","gender","lg","id","vowel","step","target","response","RT"
"9652",25,"Male","Mandarin","27Mandarin","[u]",5,0,1,466
"9654",25,"Male","Mandarin","27Mandarin","[ʉ]",4,0,1,442
"9657",25,"Male","Mandarin","27Mandarin","[y]",5,0,1,423
"9658",25,"Male","Mandarin","27Mandarin","[ʉ]",5,0,1,219
"9662",25,"Male","Mandarin","27Mandarin","[u]",4,0,0,781
"9663",25,"Male","Mandarin","27Mandarin","[u]",8,0,1,616
"9667",25,"Male","Mandarin","27Mandarin","[ʉ]",2,0,1,465
"9670",25,"Male","Mandarin","27Mandarin","[y]",0,0,1,388
"9673",25,"Male","Mandarin","27Mandarin","[u]",7,0,1,359
"9674",25,"Male","Mandarin","27Mandarin","[y]",8,0,1,230
"9688",25,"Male","Mandarin","27Mandarin","[y]",7,0,1,521
"9692",25,"Male","Mandarin","27Mandarin","[u]",3,0,1,322
"9698",25,"Male","Mandarin","27Mandarin","[y]",3,0,0,439
"9706",25,"Male","Mandarin","27Mandarin","[y]",6,0,1,425
"9710",25,"Male","Mandarin","27Mandarin","[i]",0,0,0,335
"9715",25,"Male","Mandarin","27Mandarin","[u]",6,0,1,511
"9725",25,"Male","Mandarin","27Mandarin","[ʉ]",0,0,0,143
"9737",25,"Male","Mandarin","27Mandarin","[y]",4,0,1,145
"9745",25,"Male","Mandarin","27Mandarin","[y]",2,0,0,582
"9753",25,"Male","Mandarin","27Mandarin","[u]",1,0,0,289
"9767",25,"Male","Mandarin","27Mandarin","[i]",0,0,0,366
"9768",25,"Male","Mandarin","27Mandarin","[ʉ]",6,0,1,692
"9770",25,"Male","Mandarin","27Mandarin","[u]",0,0,0,427
"9771",25,"Male","Mandarin","27Mandarin","[u]",0,0,0,437
"9773",25,"Male","Mandarin","27Mandarin","[u]",2,0,0,382
"9782",25,"Male","Mandarin","27Mandarin","[ʉ]",3,0,0,698
"9784",25,"Male","Mandarin","27Mandarin","[ʉ]",1,0,1,488
"9787",25,"Male","Mandarin","27Mandarin","[ʉ]",0,0,0,694
"9788",25,"Male","Mandarin","27Mandarin","[y]",0,0,0,745
"9795",25,"Male","Mandarin","17Mandarin","[u]",8,0,1,407.5
"9799",25,"Male","Mandarin","17Mandarin","[y]",4,0,1,420.5
"9811",25,"Male","Mandarin","17Mandarin","[ʉ]",2,0,0,397.2
"9816",25,"Male","Mandarin","17Mandarin","[u]",5,0,1,395.6
"9818",25,"Male","Mandarin","17Mandarin","[ʉ]",0,0,0,292.2
"9832",25,"Male","Mandarin","17Mandarin","[ʉ]",0,0,0,446.4
"9835",25,"Male","Mandarin","17Mandarin","[y]",2,0,0,371.1
"9838",25,"Male","Mandarin","17Mandarin","[u]",2,0,0,406.1
"9843",25,"Male","Mandarin","17Mandarin","[u]",6,0,1,398.6
"9849",25,"Male","Mandarin","17Mandarin","[u]",0,0,0,275
"9851",25,"Male","Mandarin","17Mandarin","[ʉ]",1,0,0,392.7
"9856",25,"Male","Mandarin","17Mandarin","[y]",6,0,1,236.6
"9861",25,"Male","Mandarin","17Mandarin","[i]",0,0,0,284.2
"9865",25,"Male","Mandarin","17Mandarin","[y]",7,0,1,456.8
"9868",25,"Male","Mandarin","17Mandarin","[ʉ]",5,0,1,361.4
"9877",25,"Male","Mandarin","17Mandarin","[i]",0,0,0,312.7
"9879",25,"Male","Mandarin","17Mandarin","[y]",0,0,0,322.8
"9886",25,"Male","Mandarin","17Mandarin","[y]",8,0,1,490.9
"9887",25,"Male","Mandarin","17Mandarin","[y]",1,0,0,354.3
"9890",25,"Male","Mandarin","17Mandarin","[ʉ]",3,0,1,455.4
"9899",25,"Male","Mandarin","17Mandarin","[y]",5,0,1,408.8
"9900",25,"Male","Mandarin","17Mandarin","[y]",0,0,0,131.1
"9909",25,"Male","Mandarin","17Mandarin","[ʉ]",4,0,1,399.1
"9911",25,"Male","Mandarin","17Mandarin","[u]",4,0,1,384
"9924",25,"Male","Mandarin","17Mandarin","[y]",3,0,0,383.7
"9928",25,"Male","Mandarin","17Mandarin","[ʉ]",6,0,1,485.4
"9930",25,"Male","Mandarin","17Mandarin","[u]",7,0,1,397.5
"9931",25,"Male","Mandarin","17Mandarin","[u]",3,0,0,425.9
"9933",25,"Male","Mandarin","17Mandarin","[u]",0,0,0,401
"9936",25,"Male","Mandarin","17Mandarin","[u]",1,0,0,463.5
"9939",19,"Male","Mandarin","15Mandarin","[i]",0,0,0,551.45
"9940",19,"Male","Mandarin","15Mandarin","[u]",7,0,1,1026.06
"9942",19,"Male","Mandarin","15Mandarin","[y]",2,0,0,538.44
"9950",19,"Male","Mandarin","15Mandarin","[y]",6,0,1,532.01
"9951",19,"Male","Mandarin","15Mandarin","[u]",3,0,1,360.45
"9956",19,"Male","Mandarin","15Mandarin","[ʉ]",3,0,1,454.16
"9968",19,"Male","Mandarin","15Mandarin","[u]",8,0,1,1005.7
"9976",19,"Male","Mandarin","15Mandarin","[i]",0,0,0,345.99
"9983",19,"Male","Mandarin","15Mandarin","[u]",0,0,0,243.86
"9985",19,"Male","Mandarin","15Mandarin","[ʉ]",2,0,0,506.53
"9989",19,"Male","Mandarin","15Mandarin","[y]",5,0,1,216.14
"9994",19,"Male","Mandarin","15Mandarin","[y]",7,0,1,668.61
"10000",19,"Male","Mandarin","15Mandarin","[ʉ]",1,0,0,118.56
"10001",19,"Male","Mandarin","15Mandarin","[u]",2,0,0,600.92
"10004",19,"Male","Mandarin","15Mandarin","[ʉ]",6,0,1,237.26
"10007",19,"Male","Mandarin","15Mandarin","[ʉ]",4,0,1,836.75
"10017",19,"Male","Mandarin","15Mandarin","[u]",0,0,0,353.85
"10018",19,"Male","Mandarin","15Mandarin","[y]",0,0,0,462.93
"10022",19,"Male","Mandarin","15Mandarin","[y]",1,0,0,984.49
"10026",19,"Male","Mandarin","15Mandarin","[u]",6,0,1,220.88
"10029",19,"Male","Mandarin","15Mandarin","[u]",4,0,1,222.1
"10034",19,"Male","Mandarin","15Mandarin","[ʉ]",0,0,0,740.54
"10048",19,"Male","Mandarin","15Mandarin","[y]",0,0,0,320.79
"10050",19,"Male","Mandarin","15Mandarin","[u]",1,0,0,888.52
"10053",19,"Male","Mandarin","15Mandarin","[y]",4,0,0,414.1
"10061",19,"Male","Mandarin","15Mandarin","[y]",8,0,1,409.29
"10066",19,"Male","Mandarin","15Mandarin","[u]",5,0,1,465.58
"10071",19,"Male","Mandarin","15Mandarin","[ʉ]",5,0,1,294.72
"10072",19,"Male","Mandarin","15Mandarin","[ʉ]",0,0,0,214.01
"10075",19,"Male","Mandarin","15Mandarin","[y]",3,0,0,219.88
"10091",22,"Female","Mandarin","14Mandarin","[y]",5,0,1,476.1
"10103",22,"Female","Mandarin","14Mandarin","[ʉ]",3,0,0,543.7
"10106",22,"Female","Mandarin","14Mandarin","[y]",6,0,1,269.9
"10113",22,"Female","Mandarin","14Mandarin","[i]",0,0,0,485.7
"10118",22,"Female","Mandarin","14Mandarin","[i]",0,0,0,827.7
"10120",22,"Female","Mandarin","14Mandarin","[u]",7,0,1,404.5
"10121",22,"Female","Mandarin","14Mandarin","[u]",2,0,0,414.9
"10129",22,"Female","Mandarin","14Mandarin","[ʉ]",4,0,1,524.2
"10133",22,"Female","Mandarin","14Mandarin","[u]",0,0,0,464.5
"10141",22,"Female","Mandarin","14Mandarin","[u]",0,0,0,819.5
"10143",22,"Female","Mandarin","14Mandarin","[y]",0,0,0,457.1
"10144",22,"Female","Mandarin","14Mandarin","[ʉ]",5,0,1,454.6
"10151",22,"Female","Mandarin","14Mandarin","[y]",4,0,0,640.1
"10154",22,"Female","Mandarin","14Mandarin","[u]",4,0,1,723.9
"10155",22,"Female","Mandarin","14Mandarin","[ʉ]",1,0,0,485.9
"10157",22,"Female","Mandarin","14Mandarin","[ʉ]",6,0,1,526.6
"10159",22,"Female","Mandarin","14Mandarin","[u]",5,0,1,361.2
"10160",22,"Female","Mandarin","14Mandarin","[u]",3,0,1,473.5
"10172",22,"Female","Mandarin","14Mandarin","[ʉ]",0,0,0,397
"10173",22,"Female","Mandarin","14Mandarin","[y]",1,0,0,500.7
"10176",22,"Female","Mandarin","14Mandarin","[y]",2,0,0,696.1
"10179",22,"Female","Mandarin","14Mandarin","[y]",0,0,0,553.7
"10185",22,"Female","Mandarin","14Mandarin","[u]",6,0,1,902.6
"10195",22,"Female","Mandarin","14Mandarin","[y]",8,0,1,511.7
"10204",22,"Female","Mandarin","14Mandarin","[u]",1,0,0,354.5
"10207",22,"Female","Mandarin","14Mandarin","[y]",3,0,0,421.9
"10209",22,"Female","Mandarin","14Mandarin","[ʉ]",2,0,0,704.8
"10216",22,"Female","Mandarin","14Mandarin","[u]",8,0,1,929.5
"10218",22,"Female","Mandarin","14Mandarin","[y]",7,0,1,505.8
"10219",22,"Female","Mandarin","14Mandarin","[ʉ]",0,0,0,395.2
"10228",22,"Female","Mandarin","38Mandarin","[y]",1,0,0,390
"10231",22,"Female","Mandarin","38Mandarin","[i]",0,0,0,349
"10233",22,"Female","Mandarin","38Mandarin","[u]",6,0,0,511
"10234",22,"Female","Mandarin","38Mandarin","[u]",3,0,0,375
"10242",22,"Female","Mandarin","38Mandarin","[y]",0,0,0,415
"10244",22,"Female","Mandarin","38Mandarin","[ʉ]",6,0,1,619
"10253",22,"Female","Mandarin","38Mandarin","[u]",0,0,0,337
"10257",22,"Female","Mandarin","38Mandarin","[i]",0,0,0,312
"10262",22,"Female","Mandarin","38Mandarin","[u]",8,0,1,418
"10264",22,"Female","Mandarin","38Mandarin","[y]",8,0,1,438
"10265",22,"Female","Mandarin","38Mandarin","[ʉ]",2,0,0,399
"10270",22,"Female","Mandarin","38Mandarin","[y]",7,0,1,409
"10271",22,"Female","Mandarin","38Mandarin","[y]",3,0,0,422
"10280",22,"Female","Mandarin","38Mandarin","[y]",5,0,1,377
"10284",22,"Female","Mandarin","38Mandarin","[ʉ]",1,0,0,369
"10285",22,"Female","Mandarin","38Mandarin","[y]",2,0,0,273
"10302",22,"Female","Mandarin","38Mandarin","[ʉ]",3,0,0,369
"10305",22,"Female","Mandarin","38Mandarin","[y]",6,0,1,427
"10309",22,"Female","Mandarin","38Mandarin","[u]",2,0,0,335
"10312",22,"Female","Mandarin","38Mandarin","[ʉ]",4,0,0,380
"10318",22,"Female","Mandarin","38Mandarin","[u]",0,0,0,326
"10319",22,"Female","Mandarin","38Mandarin","[y]",4,0,0,424
"10322",22,"Female","Mandarin","38Mandarin","[y]",0,0,0,541
"10323",22,"Female","Mandarin","38Mandarin","[ʉ]",0,0,0,347
"10324",22,"Female","Mandarin","38Mandarin","[u]",7,0,1,688
"10326",22,"Female","Mandarin","38Mandarin","[ʉ]",5,0,0,236
"10328",22,"Female","Mandarin","38Mandarin","[ʉ]",0,0,0,378
"10330",22,"Female","Mandarin","38Mandarin","[u]",4,0,1,523
"10357",22,"Female","Mandarin","38Mandarin","[u]",5,0,1,177
"10364",22,"Female","Mandarin","38Mandarin","[u]",1,0,0,285
"10383",22,"Female","Mandarin","48Mandarin","[y]",3,0,0,459.2
"10388",22,"Female","Mandarin","48Mandarin","[y]",5,0,1,449.1
"10391",22,"Female","Mandarin","48Mandarin","[y]",1,0,0,450.8
"10392",22,"Female","Mandarin","48Mandarin","[ʉ]",3,0,1,391.4
"10393",22,"Female","Mandarin","48Mandarin","[ʉ]",1,0,0,479
"10398",22,"Female","Mandarin","48Mandarin","[u]",6,0,1,468.8
"10406",22,"Female","Mandarin","48Mandarin","[ʉ]",4,0,1,776.8
"10412",22,"Female","Mandarin","48Mandarin","[ʉ]",0,0,0,712.2
"10413",22,"Female","Mandarin","48Mandarin","[y]",4,0,1,453.2
"10417",22,"Female","Mandarin","48Mandarin","[u]",8,0,1,736.6
"10418",22,"Female","Mandarin","48Mandarin","[u]",5,0,1,598.9
"10425",22,"Female","Mandarin","48Mandarin","[i]",0,0,0,452.9
"10426",22,"Female","Mandarin","48Mandarin","[y]",6,0,1,558.2
"10427",22,"Female","Mandarin","48Mandarin","[u]",2,0,0,672.4
"10434",22,"Female","Mandarin","48Mandarin","[ʉ]",5,0,1,1055.4
"10442",22,"Female","Mandarin","48Mandarin","[i]",0,0,0,287.1
"10444",22,"Female","Mandarin","48Mandarin","[u]",0,0,0,845.9
"10461",22,"Female","Mandarin","48Mandarin","[y]",8,0,1,647.4
"10465",22,"Female","Mandarin","48Mandarin","[y]",0,0,0,190.9
"10466",22,"Female","Mandarin","48Mandarin","[u]",7,0,1,511.6
"10468",22,"Female","Mandarin","48Mandarin","[u]",1,0,0,543.7
"10471",22,"Female","Mandarin","48Mandarin","[y]",0,0,0,367.4
"10474",22,"Female","Mandarin","48Mandarin","[u]",0,0,0,773.3
"10478",22,"Female","Mandarin","48Mandarin","[y]",7,0,1,298.8
"10486",22,"Female","Mandarin","48Mandarin","[u]",3,0,1,472.1
"10488",22,"Female","Mandarin","48Mandarin","[ʉ]",0,0,0,169.7
"10498",22,"Female","Mandarin","48Mandarin","[ʉ]",6,0,1,321.6
"10499",22,"Female","Mandarin","48Mandarin","[y]",2,0,0,595.7
"10504",22,"Female","Mandarin","48Mandarin","[u]",4,0,0,174.4
"10511",22,"Female","Mandarin","48Mandarin","[ʉ]",2,0,0,840.2
"10520",19,"Female","Mandarin","76Mandarin","[ʉ]",6,0,1,600.5
"10524",19,"Female","Mandarin","76Mandarin","[u]",1,0,0,472.4
"10542",19,"Female","Mandarin","76Mandarin","[ʉ]",2,0,0,548.8
"10548",19,"Female","Mandarin","76Mandarin","[ʉ]",0,0,0,365.4
"10552",19,"Female","Mandarin","76Mandarin","[y]",0,0,0,801.2
"10553",19,"Female","Mandarin","76Mandarin","[y]",1,0,0,417.8
"10561",19,"Female","Mandarin","76Mandarin","[ʉ]",1,0,0,593.4
"10565",19,"Female","Mandarin","76Mandarin","[i]",0,0,0,504.1
"10567",19,"Female","Mandarin","76Mandarin","[u]",3,0,0,330.3
"10568",19,"Female","Mandarin","76Mandarin","[ʉ]",0,0,0,402
"10571",19,"Female","Mandarin","76Mandarin","[y]",3,0,1,592.2
"10575",19,"Female","Mandarin","76Mandarin","[ʉ]",3,0,0,622
"10577",19,"Female","Mandarin","76Mandarin","[u]",2,0,0,205.7
"10579",19,"Female","Mandarin","76Mandarin","[y]",6,0,1,527.6
"10583",19,"Female","Mandarin","76Mandarin","[u]",0,0,0,441.9
"10588",19,"Female","Mandarin","76Mandarin","[ʉ]",5,0,1,531.1
"10596",19,"Female","Mandarin","76Mandarin","[y]",8,0,0,758.6
"10601",19,"Female","Mandarin","76Mandarin","[u]",7,0,0,683.5
"10602",19,"Female","Mandarin","76Mandarin","[u]",4,0,1,693.7
"10605",19,"Female","Mandarin","76Mandarin","[y]",2,0,0,137.1
"10611",19,"Female","Mandarin","76Mandarin","[i]",0,0,0,356.8
"10615",19,"Female","Mandarin","76Mandarin","[u]",6,0,1,454.1
"10616",19,"Female","Mandarin","76Mandarin","[u]",8,0,1,392.7
"10618",19,"Female","Mandarin","76Mandarin","[y]",7,0,1,468.2
"10625",19,"Female","Mandarin","76Mandarin","[y]",0,0,0,111.2
"10628",19,"Female","Mandarin","76Mandarin","[y]",4,0,1,691.9
"10630",19,"Female","Mandarin","76Mandarin","[u]",5,0,1,490.6
"10641",19,"Female","Mandarin","76Mandarin","[u]",0,0,0,878.7
"10645",19,"Female","Mandarin","76Mandarin","[ʉ]",4,0,0,766.6
"10650",19,"Female","Mandarin","76Mandarin","[y]",5,0,1,983.2
"10657",19,"Female","Mandarin","67Mandarin","[y]",0,0,0,685.8
"10658",19,"Female","Mandarin","67Mandarin","[u]",8,0,1,415.1
"10661",19,"Female","Mandarin","67Mandarin","[ʉ]",2,0,0,394.8
"10667",19,"Female","Mandarin","67Mandarin","[i]",0,0,0,317
"10669",19,"Female","Mandarin","67Mandarin","[ʉ]",0,0,0,834.3
"10673",19,"Female","Mandarin","67Mandarin","[u]",7,0,1,420.2
"10676",19,"Female","Mandarin","67Mandarin","[y]",5,0,1,676.7
"10678",19,"Female","Mandarin","67Mandarin","[y]",1,0,0,337
"10686",19,"Female","Mandarin","67Mandarin","[y]",8,0,1,463
"10687",19,"Female","Mandarin","67Mandarin","[y]",4,0,1,359.3
"10690",19,"Female","Mandarin","67Mandarin","[u]",2,0,1,355.6
"10693",19,"Female","Mandarin","67Mandarin","[u]",0,0,0,321.6
"10695",19,"Female","Mandarin","67Mandarin","[y]",6,0,1,293.9
"10707",19,"Female","Mandarin","67Mandarin","[ʉ]",3,0,1,399.5
"10713",19,"Female","Mandarin","67Mandarin","[y]",2,0,1,342.1
"10715",19,"Female","Mandarin","67Mandarin","[ʉ]",0,0,0,350.2
"10720",19,"Female","Mandarin","67Mandarin","[u]",6,0,1,420.4
"10730",19,"Female","Mandarin","67Mandarin","[y]",3,0,0,355.7
"10735",19,"Female","Mandarin","67Mandarin","[ʉ]",4,0,1,430.9
"10752",19,"Female","Mandarin","67Mandarin","[u]",3,0,1,357.6
"10753",19,"Female","Mandarin","67Mandarin","[ʉ]",6,0,1,479.5
"10755",19,"Female","Mandarin","67Mandarin","[y]",7,0,1,498.2
"10757",19,"Female","Mandarin","67Mandarin","[u]",0,0,0,75.7
"10765",19,"Female","Mandarin","67Mandarin","[i]",0,0,0,311.9
"10766",19,"Female","Mandarin","67Mandarin","[u]",4,0,0,327.5
"10774",19,"Female","Mandarin","67Mandarin","[ʉ]",5,0,1,429.5
"10778",19,"Female","Mandarin","67Mandarin","[u]",1,0,0,382.5
"10780",19,"Female","Mandarin","67Mandarin","[u]",5,0,1,399.9
"10794",19,"Female","Mandarin","67Mandarin","[y]",0,0,0,339.3
"10800",19,"Female","Mandarin","67Mandarin","[ʉ]",1,0,0,412.9
"10812",19,"Female","Mandarin","73Mandarin","[i]",0,0,0,401.8
"10825",19,"Female","Mandarin","73Mandarin","[ʉ]",0,0,0,466.6
"10826",19,"Female","Mandarin","73Mandarin","[u]",0,0,0,346.8
"10827",19,"Female","Mandarin","73Mandarin","[y]",2,0,0,403.7
"10829",19,"Female","Mandarin","73Mandarin","[y]",5,0,1,426.2
"10831",19,"Female","Mandarin","73Mandarin","[ʉ]",4,0,1,429
"10837",19,"Female","Mandarin","73Mandarin","[y]",8,0,1,640.7
"10838",19,"Female","Mandarin","73Mandarin","[u]",8,0,1,513.1
"10845",19,"Female","Mandarin","73Mandarin","[y]",1,0,0,497
"10852",19,"Female","Mandarin","73Mandarin","[ʉ]",3,0,1,407.2
"10857",19,"Female","Mandarin","73Mandarin","[y]",0,0,0,435.8
"10868",19,"Female","Mandarin","73Mandarin","[ʉ]",1,0,0,393.8
"10871",19,"Female","Mandarin","73Mandarin","[y]",0,0,1,191
"10877",19,"Female","Mandarin","73Mandarin","[i]",0,0,0,503.8
"10878",19,"Female","Mandarin","73Mandarin","[ʉ]",6,0,1,483.4
"10879",19,"Female","Mandarin","73Mandarin","[y]",6,0,1,624.6
"10881",19,"Female","Mandarin","73Mandarin","[u]",7,0,1,404.3
"10888",19,"Female","Mandarin","73Mandarin","[y]",4,0,1,364.6
"10891",19,"Female","Mandarin","73Mandarin","[u]",3,0,0,384.3
"10892",19,"Female","Mandarin","73Mandarin","[u]",0,0,0,222.7
"10893",19,"Female","Mandarin","73Mandarin","[u]",6,0,1,382.8
"10895",19,"Female","Mandarin","73Mandarin","[y]",7,0,1,499.3
"10902",19,"Female","Mandarin","73Mandarin","[u]",5,0,0,538.9
"10909",19,"Female","Mandarin","73Mandarin","[u]",2,0,0,802.4
"10912",19,"Female","Mandarin","73Mandarin","[u]",4,0,1,729.3
"10913",19,"Female","Mandarin","73Mandarin","[u]",1,0,1,327.8
"10916",19,"Female","Mandarin","73Mandarin","[ʉ]",2,0,0,399.1
"10931",19,"Female","Mandarin","73Mandarin","[ʉ]",5,0,1,386.5
"10938",19,"Female","Mandarin","73Mandarin","[y]",3,0,0,335.7
"10942",19,"Female","Mandarin","73Mandarin","[ʉ]",0,0,0,362
"10945",19,"Female","Mandarin","66Mandarin","[ʉ]",2,0,0,117.73
"10949",19,"Female","Mandarin","66Mandarin","[u]",3,0,0,401.77
"10960",19,"Female","Mandarin","66Mandarin","[i]",0,0,0,334.16
"10963",19,"Female","Mandarin","66Mandarin","[ʉ]",5,0,1,835.88
"10965",19,"Female","Mandarin","66Mandarin","[y]",1,0,0,940.73
"10968",19,"Female","Mandarin","66Mandarin","[u]",8,0,1,388.78
"10971",19,"Female","Mandarin","66Mandarin","[y]",2,0,1,400.31
"10972",19,"Female","Mandarin","66Mandarin","[y]",3,0,1,407.5
"10974",19,"Female","Mandarin","66Mandarin","[y]",8,0,1,431.85
"10979",19,"Female","Mandarin","66Mandarin","[y]",5,0,1,402.07
"10994",19,"Female","Mandarin","66Mandarin","[y]",7,0,1,490.41
"10998",19,"Female","Mandarin","66Mandarin","[y]",4,0,1,407.75
"11008",19,"Female","Mandarin","66Mandarin","[ʉ]",0,0,0,376.62
"11009",19,"Female","Mandarin","66Mandarin","[y]",6,0,1,402.2
"11013",19,"Female","Mandarin","66Mandarin","[u]",2,0,1,374.97
"11026",19,"Female","Mandarin","66Mandarin","[ʉ]",4,0,1,422.49
"11029",19,"Female","Mandarin","66Mandarin","[ʉ]",6,0,1,457.46
"11037",19,"Female","Mandarin","66Mandarin","[u]",0,0,0,334.76
"11040",19,"Female","Mandarin","66Mandarin","[ʉ]",1,0,0,373.53
"11042",19,"Female","Mandarin","66Mandarin","[y]",0,0,0,427.39
"11046",19,"Female","Mandarin","66Mandarin","[ʉ]",3,0,1,468.22
"11048",19,"Female","Mandarin","66Mandarin","[u]",7,0,1,423.54
"11061",19,"Female","Mandarin","66Mandarin","[u]",1,0,0,349.83
"11063",19,"Female","Mandarin","66Mandarin","[u]",0,0,0,275.12
"11064",19,"Female","Mandarin","66Mandarin","[ʉ]",0,0,0,498.73
"11065",19,"Female","Mandarin","66Mandarin","[u]",5,0,1,362.94
"11068",19,"Female","Mandarin","66Mandarin","[y]",0,0,0,298.22
"11077",19,"Female","Mandarin","66Mandarin","[u]",4,0,1,269.55
"11079",19,"Female","Mandarin","66Mandarin","[u]",6,0,1,395.4
"11082",19,"Female","Mandarin","66Mandarin","[i]",0,0,0,311.2
"11101",19,"Female","Mandarin","64Mandarin","[ʉ]",4,0,1,528.1
"11103",19,"Female","Mandarin","64Mandarin","[y]",3,0,0,384
"11104",19,"Female","Mandarin","64Mandarin","[i]",0,0,0,493.3
"11107",19,"Female","Mandarin","64Mandarin","[ʉ]",0,0,0,364.6
"11116",19,"Female","Mandarin","64Mandarin","[i]",0,0,0,380.1
"11122",19,"Female","Mandarin","64Mandarin","[ʉ]",0,0,0,177.8
"11126",19,"Female","Mandarin","64Mandarin","[u]",4,0,1,329.7
"11130",19,"Female","Mandarin","64Mandarin","[u]",0,0,0,747.6
"11142",19,"Female","Mandarin","64Mandarin","[ʉ]",2,0,0,381.8
"11144",19,"Female","Mandarin","64Mandarin","[u]",6,0,1,393.9
"11148",19,"Female","Mandarin","64Mandarin","[ʉ]",3,0,0,368.9
"11150",19,"Female","Mandarin","64Mandarin","[ʉ]",5,0,1,596.7
"11158",19,"Female","Mandarin","64Mandarin","[y]",5,0,1,414.9
"11163",19,"Female","Mandarin","64Mandarin","[u]",2,0,0,542.5
"11170",19,"Female","Mandarin","64Mandarin","[y]",6,0,1,586.4
"11174",19,"Female","Mandarin","64Mandarin","[u]",0,0,0,278.1
"11176",19,"Female","Mandarin","64Mandarin","[y]",2,0,0,332.8
"11183",19,"Female","Mandarin","64Mandarin","[u]",7,0,1,409.2
"11193",19,"Female","Mandarin","64Mandarin","[ʉ]",6,0,1,453.4
"11195",19,"Female","Mandarin","64Mandarin","[y]",4,0,0,434.9
"11199",19,"Female","Mandarin","64Mandarin","[y]",0,0,0,336.6
"11200",19,"Female","Mandarin","64Mandarin","[y]",8,0,1,411.8
"11201",19,"Female","Mandarin","64Mandarin","[y]",1,0,0,289.7
"11203",19,"Female","Mandarin","64Mandarin","[y]",0,0,0,331.3
"11206",19,"Female","Mandarin","64Mandarin","[u]",8,0,1,373.6
"11207",19,"Female","Mandarin","64Mandarin","[y]",7,0,1,478.1
"11212",19,"Female","Mandarin","64Mandarin","[u]",3,0,0,331.4
"11214",19,"Female","Mandarin","64Mandarin","[u]",5,0,1,393.4
"11220",19,"Female","Mandarin","64Mandarin","[u]",1,0,0,293.5
"11223",19,"Female","Mandarin","64Mandarin","[ʉ]",1,0,0,355.9
"11235",19,"Male","Mandarin","59Mandarin","[ʉ]",0,0,0,172.4
"11237",19,"Male","Mandarin","59Mandarin","[y]",7,0,1,225.8
"11245",19,"Male","Mandarin","59Mandarin","[u]",3,0,1,431.3
"11257",19,"Male","Mandarin","59Mandarin","[u]",4,0,1,181.5
"11263",19,"Male","Mandarin","59Mandarin","[y]",2,0,0,204.6
"11265",19,"Male","Mandarin","59Mandarin","[y]",1,0,0,450.3
"11266",19,"Male","Mandarin","59Mandarin","[i]",0,0,0,381
"11269",19,"Male","Mandarin","59Mandarin","[y]",4,0,0,349.4
"11273",19,"Male","Mandarin","59Mandarin","[u]",5,0,1,150.8
"11282",19,"Male","Mandarin","59Mandarin","[ʉ]",1,0,0,241.6
"11285",19,"Male","Mandarin","59Mandarin","[y]",0,0,0,99.3
"11295",19,"Male","Mandarin","59Mandarin","[u]",8,0,1,148.7
"11304",19,"Male","Mandarin","59Mandarin","[u]",1,0,0,190.9
"11311",19,"Male","Mandarin","59Mandarin","[u]",6,0,1,143.2
"11318",19,"Male","Mandarin","59Mandarin","[y]",6,0,0,288.8
"11320",19,"Male","Mandarin","59Mandarin","[ʉ]",0,0,0,140.2
"11333",19,"Male","Mandarin","59Mandarin","[ʉ]",6,0,1,215.9
"11334",19,"Male","Mandarin","59Mandarin","[y]",0,0,0,204.2
"11336",19,"Male","Mandarin","59Mandarin","[ʉ]",3,0,1,433.8
"11344",19,"Male","Mandarin","59Mandarin","[u]",7,0,1,246.7
"11347",19,"Male","Mandarin","59Mandarin","[u]",0,0,0,230.9
"11350",19,"Male","Mandarin","59Mandarin","[u]",0,0,0,285.8
"11352",19,"Male","Mandarin","59Mandarin","[ʉ]",2,0,0,280.5
"11353",19,"Male","Mandarin","59Mandarin","[y]",5,0,1,201.1
"11354",19,"Male","Mandarin","59Mandarin","[ʉ]",5,0,1,269.6
"11362",19,"Male","Mandarin","59Mandarin","[y]",8,0,1,195.1
"11363",19,"Male","Mandarin","59Mandarin","[ʉ]",4,0,1,269.1
"11368",19,"Male","Mandarin","59Mandarin","[i]",0,0,0,120.3
"11369",19,"Male","Mandarin","59Mandarin","[y]",3,0,0,221
"11376",19,"Male","Mandarin","59Mandarin","[u]",2,0,0,289.6
"11393",19,"Male","Mandarin","65Mandarin","[y]",4,0,1,487.6
"11397",19,"Male","Mandarin","65Mandarin","[ʉ]",6,0,0,454.9
"11402",19,"Male","Mandarin","65Mandarin","[ʉ]",0,0,0,355.7
"11403",19,"Male","Mandarin","65Mandarin","[u]",7,0,1,431.2
"11408",19,"Male","Mandarin","65Mandarin","[u]",0,0,0,301.2
"11411",19,"Male","Mandarin","65Mandarin","[u]",3,0,0,315.6
"11424",19,"Male","Mandarin","65Mandarin","[i]",0,0,0,123.6
"11429",19,"Male","Mandarin","65Mandarin","[ʉ]",5,0,1,525.7
"11436",19,"Male","Mandarin","65Mandarin","[y]",0,0,0,343.8
"11439",19,"Male","Mandarin","65Mandarin","[u]",2,0,0,275.7
"11442",19,"Male","Mandarin","65Mandarin","[y]",5,0,0,335.6
"11449",19,"Male","Mandarin","65Mandarin","[ʉ]",0,0,0,97.7
"11452",19,"Male","Mandarin","65Mandarin","[y]",1,0,0,561.9
"11453",19,"Male","Mandarin","65Mandarin","[y]",3,0,0,350.1
