"","age","gender","lg","id","vowel","step","target","response","RT"
"7901",19,"Male","Mandarin","68Mandarin","[u]",8,0,1,220
"7902",19,"Male","Mandarin","68Mandarin","[i]",0,0,0,55.2
"7903",19,"Male","Mandarin","68Mandarin","[y]",5,0,1,178
"7905",19,"Male","Mandarin","68Mandarin","[ʉ]",2,0,0,370.2
"7912",19,"Male","Mandarin","68Mandarin","[y]",0,0,0,85.5
"7913",19,"Male","Mandarin","68Mandarin","[y]",6,0,1,308.4
"7915",19,"Male","Mandarin","68Mandarin","[y]",0,0,0,101.9
"7928",25,"Female","Mandarin","6Mandarin","[u]",3,0,0,362.8
"7931",25,"Female","Mandarin","6Mandarin","[ʉ]",6,0,1,495
"7937",25,"Female","Mandarin","6Mandarin","[y]",6,0,1,400.2
"7941",25,"Female","Mandarin","6Mandarin","[u]",6,0,1,416.4
"7943",25,"Female","Mandarin","6Mandarin","[u]",1,0,0,390.6
"7946",25,"Female","Mandarin","6Mandarin","[y]",3,0,0,419.6
"7947",25,"Female","Mandarin","6Mandarin","[u]",2,0,0,347.1
"7953",25,"Female","Mandarin","6Mandarin","[y]",2,0,0,348.6
"7962",25,"Female","Mandarin","6Mandarin","[u]",5,0,1,376.3
"7964",25,"Female","Mandarin","6Mandarin","[i]",0,0,0,337.3
"7968",25,"Female","Mandarin","6Mandarin","[ʉ]",1,0,0,356.5
"7977",25,"Female","Mandarin","6Mandarin","[y]",8,0,1,399.7
"7979",25,"Female","Mandarin","6Mandarin","[y]",4,0,1,406.4
"7982",25,"Female","Mandarin","6Mandarin","[u]",4,0,1,380.8
"7996",25,"Female","Mandarin","6Mandarin","[u]",0,0,0,422.5
"7998",25,"Female","Mandarin","6Mandarin","[ʉ]",4,0,1,381.4
"8002",25,"Female","Mandarin","6Mandarin","[u]",8,0,1,359.2
"8006",25,"Female","Mandarin","6Mandarin","[y]",0,0,0,349
"8010",25,"Female","Mandarin","6Mandarin","[ʉ]",0,0,0,389.4
"8012",25,"Female","Mandarin","6Mandarin","[y]",0,0,0,404.9
"8016",25,"Female","Mandarin","6Mandarin","[i]",0,0,0,340.6
"8023",25,"Female","Mandarin","6Mandarin","[y]",7,0,1,444
"8028",25,"Female","Mandarin","6Mandarin","[u]",0,0,0,316.5
"8035",25,"Female","Mandarin","6Mandarin","[y]",5,0,1,506.1
"8046",25,"Female","Mandarin","6Mandarin","[u]",7,0,1,485.8
"8049",25,"Female","Mandarin","6Mandarin","[ʉ]",5,0,1,464.2
"8051",25,"Female","Mandarin","6Mandarin","[y]",1,0,0,480.6
"8057",25,"Female","Mandarin","6Mandarin","[ʉ]",0,0,0,417.3
"8059",25,"Female","Mandarin","6Mandarin","[ʉ]",2,0,0,549.8
"8060",25,"Female","Mandarin","6Mandarin","[ʉ]",3,0,1,403.1
"8066",22,"Female","Mandarin","40Mandarin","[ʉ]",4,0,1,464.5
"8070",22,"Female","Mandarin","40Mandarin","[y]",6,0,1,414.5
"8073",22,"Female","Mandarin","40Mandarin","[u]",0,0,0,338.3
"8076",22,"Female","Mandarin","40Mandarin","[u]",3,0,1,363
"8088",22,"Female","Mandarin","40Mandarin","[y]",5,0,1,438.5
"8091",22,"Female","Mandarin","40Mandarin","[u]",7,0,1,421.2
"8093",22,"Female","Mandarin","40Mandarin","[y]",2,0,0,947.9
"8098",22,"Female","Mandarin","40Mandarin","[u]",4,0,1,474.9
"8114",22,"Female","Mandarin","40Mandarin","[y]",7,0,1,432.9
"8115",22,"Female","Mandarin","40Mandarin","[ʉ]",0,0,0,407.5
"8116",22,"Female","Mandarin","40Mandarin","[ʉ]",2,0,0,453.7
"8118",22,"Female","Mandarin","40Mandarin","[y]",0,0,0,396.8
"8123",22,"Female","Mandarin","40Mandarin","[ʉ]",3,0,1,681.5
"8130",22,"Female","Mandarin","40Mandarin","[u]",1,0,0,402.9
"8134",22,"Female","Mandarin","40Mandarin","[i]",0,0,0,341.2
"8135",22,"Female","Mandarin","40Mandarin","[ʉ]",6,0,1,476.9
"8143",22,"Female","Mandarin","40Mandarin","[ʉ]",1,0,0,498.4
"8148",22,"Female","Mandarin","40Mandarin","[u]",0,0,0,309.8
"8156",22,"Female","Mandarin","40Mandarin","[y]",8,0,1,460
"8160",22,"Female","Mandarin","40Mandarin","[y]",0,0,0,514.6
"8167",22,"Female","Mandarin","40Mandarin","[ʉ]",0,0,0,383.7
"8170",22,"Female","Mandarin","40Mandarin","[u]",2,0,1,957.7
"8171",22,"Female","Mandarin","40Mandarin","[i]",0,0,0,625.5
"8177",22,"Female","Mandarin","40Mandarin","[y]",1,0,1,364.2
"8178",22,"Female","Mandarin","40Mandarin","[y]",4,0,1,143.8
"8180",22,"Female","Mandarin","40Mandarin","[ʉ]",5,0,1,461.6
"8187",22,"Female","Mandarin","40Mandarin","[u]",5,0,1,543.9
"8196",22,"Female","Mandarin","40Mandarin","[u]",8,0,1,440.9
"8203",22,"Female","Mandarin","40Mandarin","[u]",6,0,1,376.8
"8208",22,"Female","Mandarin","40Mandarin","[y]",3,0,0,339.9
"8210",25,"Male","Mandarin","43Mandarin","[ʉ]",3,0,1,558.8
"8211",25,"Male","Mandarin","43Mandarin","[ʉ]",4,0,1,446.2
"8214",25,"Male","Mandarin","43Mandarin","[u]",7,0,1,930.1
"8216",25,"Male","Mandarin","43Mandarin","[y]",6,0,1,236.6
"8224",25,"Male","Mandarin","43Mandarin","[y]",8,0,1,417.8
"8228",25,"Male","Mandarin","43Mandarin","[y]",2,0,0,554.3
"8233",25,"Male","Mandarin","43Mandarin","[u]",6,0,1,263
"8242",25,"Male","Mandarin","43Mandarin","[ʉ]",1,0,0,395.3
"8246",25,"Male","Mandarin","43Mandarin","[u]",0,0,0,323.5
"8254",25,"Male","Mandarin","43Mandarin","[i]",0,0,0,230.9
"8256",25,"Male","Mandarin","43Mandarin","[ʉ]",2,0,1,1057
"8259",25,"Male","Mandarin","43Mandarin","[y]",0,0,0,417.6
"8261",25,"Male","Mandarin","43Mandarin","[ʉ]",5,0,1,398.9
"8263",25,"Male","Mandarin","43Mandarin","[u]",3,0,1,433
"8269",25,"Male","Mandarin","43Mandarin","[u]",5,0,1,383.2
"8279",25,"Male","Mandarin","43Mandarin","[i]",0,0,0,435.1
"8280",25,"Male","Mandarin","43Mandarin","[y]",7,0,1,413.7
"8281",25,"Male","Mandarin","43Mandarin","[y]",5,0,1,663.1
"8288",25,"Male","Mandarin","43Mandarin","[u]",1,0,0,398.1
"8301",25,"Male","Mandarin","43Mandarin","[u]",4,0,1,303.7
"8303",25,"Male","Mandarin","43Mandarin","[ʉ]",0,0,0,371.8
"8308",25,"Male","Mandarin","43Mandarin","[ʉ]",6,0,1,467.4
"8316",25,"Male","Mandarin","43Mandarin","[u]",8,0,1,922.6
"8323",25,"Male","Mandarin","43Mandarin","[y]",0,0,0,342.9
"8326",25,"Male","Mandarin","43Mandarin","[y]",3,0,0,344.9
"8334",25,"Male","Mandarin","43Mandarin","[y]",4,0,0,224.6
"8340",25,"Male","Mandarin","43Mandarin","[u]",2,0,0,350.5
"8342",25,"Male","Mandarin","43Mandarin","[y]",1,0,0,357.4
"8344",25,"Male","Mandarin","43Mandarin","[ʉ]",0,0,0,393
"8347",25,"Male","Mandarin","43Mandarin","[u]",0,0,0,319.9
"8353",25,"Male","Mandarin","5Mandarin","[y]",5,0,1,599.7
"8360",25,"Male","Mandarin","5Mandarin","[ʉ]",2,0,0,468.3
"8361",25,"Male","Mandarin","5Mandarin","[ʉ]",0,0,0,369.9
"8368",25,"Male","Mandarin","5Mandarin","[i]",0,0,0,322.3
"8369",25,"Male","Mandarin","5Mandarin","[u]",5,0,1,379.8
"8376",25,"Male","Mandarin","5Mandarin","[y]",1,0,0,294.3
"8377",25,"Male","Mandarin","5Mandarin","[i]",0,0,0,582.7
"8384",25,"Male","Mandarin","5Mandarin","[ʉ]",5,0,1,476.4
"8387",25,"Male","Mandarin","5Mandarin","[u]",0,0,0,289.4
"8392",25,"Male","Mandarin","5Mandarin","[ʉ]",1,0,0,393.2
"8395",25,"Male","Mandarin","5Mandarin","[y]",0,0,0,365.9
"8399",25,"Male","Mandarin","5Mandarin","[u]",6,0,1,418.5
"8404",25,"Male","Mandarin","5Mandarin","[y]",2,0,0,330
"8406",25,"Male","Mandarin","5Mandarin","[y]",6,0,1,523.5
"8413",25,"Male","Mandarin","5Mandarin","[y]",0,0,0,399.3
"8418",25,"Male","Mandarin","5Mandarin","[u]",3,0,0,339.9
"8419",25,"Male","Mandarin","5Mandarin","[u]",4,0,1,388.6
"8422",25,"Male","Mandarin","5Mandarin","[y]",7,0,1,431.4
"8423",25,"Male","Mandarin","5Mandarin","[y]",8,0,1,452.7
"8429",25,"Male","Mandarin","5Mandarin","[ʉ]",6,0,1,469.6
"8440",25,"Male","Mandarin","5Mandarin","[u]",8,0,1,525.9
"8443",25,"Male","Mandarin","5Mandarin","[u]",2,0,0,326.4
"8444",25,"Male","Mandarin","5Mandarin","[ʉ]",3,0,1,686
"8445",25,"Male","Mandarin","5Mandarin","[y]",4,0,1,452.7
"8446",25,"Male","Mandarin","5Mandarin","[u]",1,0,0,371.1
"8458",25,"Male","Mandarin","5Mandarin","[u]",0,0,0,420.7
"8462",25,"Male","Mandarin","5Mandarin","[ʉ]",0,0,0,412
"8480",25,"Male","Mandarin","5Mandarin","[y]",3,0,0,314.1
"8484",25,"Male","Mandarin","5Mandarin","[ʉ]",4,0,1,728.3
"8496",25,"Male","Mandarin","5Mandarin","[u]",7,0,1,413
"8498",25,"Male","Mandarin","4Mandarin","[y]",5,0,1,330.61
"8504",25,"Male","Mandarin","4Mandarin","[ʉ]",1,0,0,827.92
"8507",25,"Male","Mandarin","4Mandarin","[y]",7,0,0,1088.15
"8509",25,"Male","Mandarin","4Mandarin","[y]",8,0,0,803.35
"8512",25,"Male","Mandarin","4Mandarin","[i]",0,0,0,352.02
"8514",25,"Male","Mandarin","4Mandarin","[ʉ]",5,0,0,948.31
"8518",25,"Male","Mandarin","4Mandarin","[u]",5,0,1,972.45
"8527",25,"Male","Mandarin","4Mandarin","[ʉ]",0,0,0,606.17
"8528",25,"Male","Mandarin","4Mandarin","[u]",2,0,0,804.66
"8545",25,"Male","Mandarin","4Mandarin","[u]",7,0,1,253.88
"8548",25,"Male","Mandarin","4Mandarin","[y]",0,0,0,469.88
"8552",25,"Male","Mandarin","4Mandarin","[ʉ]",2,0,0,693.05
"8558",25,"Male","Mandarin","4Mandarin","[u]",6,0,1,978.05
"8559",25,"Male","Mandarin","4Mandarin","[i]",0,0,0,284.9
"8561",25,"Male","Mandarin","4Mandarin","[u]",1,0,0,263.63
"8562",25,"Male","Mandarin","4Mandarin","[y]",3,0,0,875.22
"8564",25,"Male","Mandarin","4Mandarin","[ʉ]",6,0,1,427.83
"8575",25,"Male","Mandarin","4Mandarin","[y]",6,0,1,1006.12
"8584",25,"Male","Mandarin","4Mandarin","[y]",4,0,1,737.97
"8594",25,"Male","Mandarin","4Mandarin","[u]",0,0,0,507.22
"8596",25,"Male","Mandarin","4Mandarin","[u]",8,0,1,505.01
"8597",25,"Male","Mandarin","4Mandarin","[ʉ]",3,0,0,951.6
"8599",25,"Male","Mandarin","4Mandarin","[y]",2,0,0,994.38
"8600",25,"Male","Mandarin","4Mandarin","[ʉ]",0,0,0,942.84
"8601",25,"Male","Mandarin","4Mandarin","[u]",3,0,1,692.64
"8608",25,"Male","Mandarin","4Mandarin","[y]",0,0,0,477.46
"8613",25,"Male","Mandarin","4Mandarin","[y]",1,0,0,606.29
"8617",25,"Male","Mandarin","4Mandarin","[u]",0,0,0,281.39
"8618",25,"Male","Mandarin","4Mandarin","[ʉ]",4,0,1,1067.13
"8632",25,"Male","Mandarin","4Mandarin","[u]",4,0,1,464.21
"8644",25,"Female","Mandarin","42Mandarin","[ʉ]",0,0,0,419.6
"8648",25,"Female","Mandarin","42Mandarin","[y]",3,0,1,984.6
"8652",25,"Female","Mandarin","42Mandarin","[y]",0,0,0,362.1
"8655",25,"Female","Mandarin","42Mandarin","[y]",6,0,1,483.8
"8666",25,"Female","Mandarin","42Mandarin","[ʉ]",6,0,1,1043
"8674",25,"Female","Mandarin","42Mandarin","[u]",7,0,1,380.1
"8676",25,"Female","Mandarin","42Mandarin","[y]",5,0,1,646.2
"8685",25,"Female","Mandarin","42Mandarin","[y]",4,0,0,260.4
"8691",25,"Female","Mandarin","42Mandarin","[ʉ]",1,0,0,381.3
"8693",25,"Female","Mandarin","42Mandarin","[u]",0,0,0,336.2
"8694",25,"Female","Mandarin","42Mandarin","[u]",4,0,0,337.9
"8695",25,"Female","Mandarin","42Mandarin","[ʉ]",2,0,0,404.1
"8697",25,"Female","Mandarin","42Mandarin","[ʉ]",0,0,0,401
"8698",25,"Female","Mandarin","42Mandarin","[ʉ]",3,0,1,384.5
"8700",25,"Female","Mandarin","42Mandarin","[u]",0,0,0,330.1
"8708",25,"Female","Mandarin","42Mandarin","[u]",6,0,1,414.9
"8727",25,"Female","Mandarin","42Mandarin","[i]",0,0,0,241.6
"8739",25,"Female","Mandarin","42Mandarin","[y]",7,0,1,431.1
"8744",25,"Female","Mandarin","42Mandarin","[y]",2,0,0,374.8
"8747",25,"Female","Mandarin","42Mandarin","[y]",0,0,0,566
"8749",25,"Female","Mandarin","42Mandarin","[ʉ]",5,0,1,626
"8759",25,"Female","Mandarin","42Mandarin","[i]",0,0,0,462
"8761",25,"Female","Mandarin","42Mandarin","[u]",2,0,0,395.3
"8762",25,"Female","Mandarin","42Mandarin","[y]",1,0,0,273.8
"8764",25,"Female","Mandarin","42Mandarin","[ʉ]",4,0,1,690.7
"8773",25,"Female","Mandarin","42Mandarin","[u]",8,0,1,528.9
"8777",25,"Female","Mandarin","42Mandarin","[u]",3,0,0,361.4
"8780",25,"Female","Mandarin","42Mandarin","[u]",5,0,0,381.2
"8783",25,"Female","Mandarin","42Mandarin","[y]",8,0,1,406.3
"8784",25,"Female","Mandarin","42Mandarin","[u]",1,0,0,351
"8785",25,"Male","Mandarin","3Mandarin","[y]",6,0,1,676.6
"8786",25,"Male","Mandarin","3Mandarin","[y]",4,0,0,670.1
"8796",25,"Male","Mandarin","3Mandarin","[y]",0,0,0,355.6
"8807",25,"Male","Mandarin","3Mandarin","[u]",3,0,1,220.7
"8808",25,"Male","Mandarin","3Mandarin","[y]",2,0,0,374.5
"8809",25,"Male","Mandarin","3Mandarin","[u]",5,0,1,422.2
"8812",25,"Male","Mandarin","3Mandarin","[y]",5,0,1,438.5
"8815",25,"Male","Mandarin","3Mandarin","[u]",0,0,0,337.4
"8817",25,"Male","Mandarin","3Mandarin","[i]",0,0,0,330.4
"8838",25,"Male","Mandarin","3Mandarin","[u]",6,0,1,370.7
"8842",25,"Male","Mandarin","3Mandarin","[y]",3,0,0,267.4
"8845",25,"Male","Mandarin","3Mandarin","[i]",0,0,0,88.8
"8847",25,"Male","Mandarin","3Mandarin","[y]",1,0,0,361.8
"8854",25,"Male","Mandarin","3Mandarin","[y]",8,0,1,504.3
"8856",25,"Male","Mandarin","3Mandarin","[ʉ]",3,0,1,1113.7
"8863",25,"Male","Mandarin","3Mandarin","[u]",2,0,0,128.2
"8866",25,"Male","Mandarin","3Mandarin","[ʉ]",2,0,0,321.4
"8867",25,"Male","Mandarin","3Mandarin","[u]",0,0,0,328
"8874",25,"Male","Mandarin","3Mandarin","[ʉ]",4,0,1,493
"8882",25,"Male","Mandarin","3Mandarin","[u]",7,0,1,357.9
"8884",25,"Male","Mandarin","3Mandarin","[ʉ]",6,0,1,459.2
"8885",25,"Male","Mandarin","3Mandarin","[y]",0,0,0,332.7
"8887",25,"Male","Mandarin","3Mandarin","[ʉ]",0,0,0,328.6
"8893",25,"Male","Mandarin","3Mandarin","[u]",1,0,0,288.9
"8904",25,"Male","Mandarin","3Mandarin","[u]",4,0,1,216.4
"8911",25,"Male","Mandarin","3Mandarin","[ʉ]",5,0,1,272.9
"8916",25,"Male","Mandarin","3Mandarin","[y]",7,0,1,386.9
"8921",25,"Male","Mandarin","3Mandarin","[u]",8,0,1,190.8
"8922",25,"Male","Mandarin","3Mandarin","[ʉ]",1,0,0,203.9
"8926",25,"Male","Mandarin","3Mandarin","[ʉ]",0,0,0,117.5
"8932",28.5,"Female","Mandarin","78Mandarin","[u]",4,0,1,390.3
"8933",28.5,"Female","Mandarin","78Mandarin","[u]",5,0,1,727.7
"8939",28.5,"Female","Mandarin","78Mandarin","[ʉ]",2,0,0,388.1
"8942",28.5,"Female","Mandarin","78Mandarin","[u]",8,0,1,398.2
"8945",28.5,"Female","Mandarin","78Mandarin","[ʉ]",3,0,1,537.7
"8962",28.5,"Female","Mandarin","78Mandarin","[ʉ]",0,0,0,335.5
"8975",28.5,"Female","Mandarin","78Mandarin","[y]",3,0,0,324.7
"8981",28.5,"Female","Mandarin","78Mandarin","[y]",1,0,0,397
"8982",28.5,"Female","Mandarin","78Mandarin","[y]",0,0,0,314.7
"8990",28.5,"Female","Mandarin","78Mandarin","[y]",5,0,1,325
"8995",28.5,"Female","Mandarin","78Mandarin","[u]",7,0,1,519.9
"8996",28.5,"Female","Mandarin","78Mandarin","[ʉ]",1,0,0,370.6
"9001",28.5,"Female","Mandarin","78Mandarin","[y]",8,0,1,410.4
"9002",28.5,"Female","Mandarin","78Mandarin","[y]",4,0,1,795.5
"9006",28.5,"Female","Mandarin","78Mandarin","[y]",6,0,1,370.1
"9011",28.5,"Female","Mandarin","78Mandarin","[ʉ]",5,0,1,385.7
"9017",28.5,"Female","Mandarin","78Mandarin","[i]",0,0,0,347.4
"9024",28.5,"Female","Mandarin","78Mandarin","[u]",6,0,1,437.8
"9027",28.5,"Female","Mandarin","78Mandarin","[ʉ]",0,0,0,366.6
"9029",28.5,"Female","Mandarin","78Mandarin","[i]",0,0,0,223.9
"9033",28.5,"Female","Mandarin","78Mandarin","[y]",2,0,0,307.1
"9034",28.5,"Female","Mandarin","78Mandarin","[u]",0,0,1,445.1
"9041",28.5,"Female","Mandarin","78Mandarin","[y]",7,0,1,368.2
"9042",28.5,"Female","Mandarin","78Mandarin","[ʉ]",6,0,1,378.9
"9048",28.5,"Female","Mandarin","78Mandarin","[u]",1,0,0,368.4
"9057",28.5,"Female","Mandarin","78Mandarin","[u]",3,0,1,367.7
"9058",28.5,"Female","Mandarin","78Mandarin","[u]",2,0,1,320.8
"9061",28.5,"Female","Mandarin","78Mandarin","[y]",0,0,0,273.8
"9066",28.5,"Female","Mandarin","78Mandarin","[ʉ]",4,0,1,193.4
"9070",28.5,"Female","Mandarin","78Mandarin","[u]",0,0,0,282.6
"9073",28.5,"Male","Mandarin","2Mandarin","[y]",2,0,0,537.5
"9074",28.5,"Male","Mandarin","2Mandarin","[u]",5,0,1,769.5
"9077",28.5,"Male","Mandarin","2Mandarin","[u]",4,0,1,455.9
"9079",28.5,"Male","Mandarin","2Mandarin","[u]",0,0,0,381.2
"9086",28.5,"Male","Mandarin","2Mandarin","[y]",6,0,1,463.7
"9089",28.5,"Male","Mandarin","2Mandarin","[u]",0,0,0,349.1
"9091",28.5,"Male","Mandarin","2Mandarin","[u]",1,0,0,433.1
"9094",28.5,"Male","Mandarin","2Mandarin","[ʉ]",0,0,0,454.5
"9095",28.5,"Male","Mandarin","2Mandarin","[ʉ]",0,0,0,367.4
"9096",28.5,"Male","Mandarin","2Mandarin","[u]",8,0,1,420.5
"9099",28.5,"Male","Mandarin","2Mandarin","[y]",5,0,1,432.8
"9101",28.5,"Male","Mandarin","2Mandarin","[u]",6,0,1,341.8
"9103",28.5,"Male","Mandarin","2Mandarin","[y]",7,0,1,402.9
"9109",28.5,"Male","Mandarin","2Mandarin","[y]",1,0,0,479.9
"9110",28.5,"Male","Mandarin","2Mandarin","[i]",0,0,0,430.7
"9123",28.5,"Male","Mandarin","2Mandarin","[u]",3,0,0,376.5
"9134",28.5,"Male","Mandarin","2Mandarin","[y]",0,0,0,461.5
"9139",28.5,"Male","Mandarin","2Mandarin","[y]",0,0,1,267.7
"9140",28.5,"Male","Mandarin","2Mandarin","[u]",7,0,1,212.6
"9143",28.5,"Male","Mandarin","2Mandarin","[i]",0,0,0,443.7
"9150",28.5,"Male","Mandarin","2Mandarin","[y]",3,0,0,414.7
"9154",28.5,"Male","Mandarin","2Mandarin","[ʉ]",1,0,0,805.2
"9156",28.5,"Male","Mandarin","2Mandarin","[ʉ]",6,0,1,656.4
"9160",28.5,"Male","Mandarin","2Mandarin","[y]",8,0,1,339
"9168",28.5,"Male","Mandarin","2Mandarin","[ʉ]",4,0,0,182.5
"9171",28.5,"Male","Mandarin","2Mandarin","[ʉ]",2,0,0,1069.4
"9188",28.5,"Male","Mandarin","2Mandarin","[ʉ]",3,0,1,476.7
"9189",28.5,"Male","Mandarin","2Mandarin","[y]",4,0,1,950.8
"9200",28.5,"Male","Mandarin","2Mandarin","[u]",2,0,0,553.8
"9210",28.5,"Male","Mandarin","2Mandarin","[ʉ]",5,0,1,269.5
"9218",25,"Female","Mandarin","36Mandarin","[y]",5,0,1,653.2
"9227",25,"Female","Mandarin","36Mandarin","[u]",0,0,0,55.5
"9229",25,"Female","Mandarin","36Mandarin","[ʉ]",6,0,1,403.3
"9237",25,"Female","Mandarin","36Mandarin","[ʉ]",0,0,0,138.1
"9239",25,"Female","Mandarin","36Mandarin","[u]",0,0,0,625
"9243",25,"Female","Mandarin","36Mandarin","[u]",7,0,0,617.5
"9249",25,"Female","Mandarin","36Mandarin","[u]",5,0,1,136.5
"9253",25,"Female","Mandarin","36Mandarin","[y]",8,0,1,259.5
"9255",25,"Female","Mandarin","36Mandarin","[y]",0,0,1,517.8
"9256",25,"Female","Mandarin","36Mandarin","[y]",1,0,0,396
"9263",25,"Female","Mandarin","36Mandarin","[ʉ]",1,0,1,754.8
"9276",25,"Female","Mandarin","36Mandarin","[y]",3,0,1,394.1
"9283",25,"Female","Mandarin","36Mandarin","[u]",6,0,1,763.2
"9286",25,"Female","Mandarin","36Mandarin","[u]",3,0,1,455.1
"9297",25,"Female","Mandarin","36Mandarin","[ʉ]",2,0,0,488.5
"9304",25,"Female","Mandarin","36Mandarin","[y]",6,0,1,810.9
"9308",25,"Female","Mandarin","36Mandarin","[ʉ]",5,0,1,613.3
"9309",25,"Female","Mandarin","36Mandarin","[u]",1,0,0,939.1
"9312",25,"Female","Mandarin","36Mandarin","[u]",2,0,0,356
"9322",25,"Female","Mandarin","36Mandarin","[ʉ]",4,0,1,684.6
"9324",25,"Female","Mandarin","36Mandarin","[ʉ]",3,0,0,397.3
"9328",25,"Female","Mandarin","36Mandarin","[y]",4,0,0,879.7
"9330",25,"Female","Mandarin","36Mandarin","[y]",0,0,0,384.4
"9334",25,"Female","Mandarin","36Mandarin","[ʉ]",0,0,1,1071.3
"9340",25,"Female","Mandarin","36Mandarin","[u]",8,0,1,562.5
"9343",25,"Female","Mandarin","36Mandarin","[y]",7,0,1,158.2
"9352",25,"Female","Mandarin","36Mandarin","[y]",2,0,0,724.9
"9355",25,"Female","Mandarin","36Mandarin","[u]",4,0,1,396.5
"9359",25,"Female","Mandarin","36Mandarin","[i]",0,0,0,437.5
"9360",25,"Female","Mandarin","36Mandarin","[i]",0,0,0,253
"9362",25,"Male","Mandarin","25Mandarin","[ʉ]",6,0,1,983.5
"9372",25,"Male","Mandarin","25Mandarin","[ʉ]",3,0,1,452.6
"9382",25,"Male","Mandarin","25Mandarin","[i]",0,0,0,410.2
"9384",25,"Male","Mandarin","25Mandarin","[ʉ]",4,0,1,687.3
"9390",25,"Male","Mandarin","25Mandarin","[ʉ]",0,0,0,397.6
"9392",25,"Male","Mandarin","25Mandarin","[y]",1,0,0,442.1
"9394",25,"Male","Mandarin","25Mandarin","[u]",4,0,1,408.6
"9397",25,"Male","Mandarin","25Mandarin","[u]",0,0,0,654.3
"9403",25,"Male","Mandarin","25Mandarin","[u]",0,0,0,477.2
"9409",25,"Male","Mandarin","25Mandarin","[u]",8,0,1,424.8
"9410",25,"Male","Mandarin","25Mandarin","[y]",2,0,1,394.4
"9420",25,"Male","Mandarin","25Mandarin","[ʉ]",2,0,0,990.6
"9422",25,"Male","Mandarin","25Mandarin","[u]",6,0,1,492.1
"9432",25,"Male","Mandarin","25Mandarin","[y]",8,0,0,392.1
"9445",25,"Male","Mandarin","25Mandarin","[u]",1,0,0,854.8
"9447",25,"Male","Mandarin","25Mandarin","[u]",2,0,0,324.2
"9451",25,"Male","Mandarin","25Mandarin","[y]",3,0,0,816.6
"9454",25,"Male","Mandarin","25Mandarin","[ʉ]",0,0,0,356.9
"9465",25,"Male","Mandarin","25Mandarin","[ʉ]",1,0,0,566.7
"9466",25,"Male","Mandarin","25Mandarin","[i]",0,0,0,287.5
"9470",25,"Male","Mandarin","25Mandarin","[u]",5,0,1,350.6
"9474",25,"Male","Mandarin","25Mandarin","[y]",4,0,1,699.4
"9475",25,"Male","Mandarin","25Mandarin","[y]",0,0,0,834.1
"9478",25,"Male","Mandarin","25Mandarin","[ʉ]",5,0,1,433.8
"9480",25,"Male","Mandarin","25Mandarin","[u]",3,0,0,644.7
"9485",25,"Male","Mandarin","25Mandarin","[y]",0,0,0,313.8
"9488",25,"Male","Mandarin","25Mandarin","[u]",7,0,1,1010.9
"9490",25,"Male","Mandarin","25Mandarin","[y]",7,0,0,431.6
"9496",25,"Male","Mandarin","25Mandarin","[y]",6,0,0,622
"9501",25,"Male","Mandarin","25Mandarin","[y]",5,0,1,236.1
"9505",25,"Male","Mandarin","31Mandarin","[u]",1,0,0,438.7
"9506",25,"Male","Mandarin","31Mandarin","[y]",0,0,0,822.1
"9513",25,"Male","Mandarin","31Mandarin","[ʉ]",5,0,1,460.8
"9527",25,"Male","Mandarin","31Mandarin","[ʉ]",6,0,1,402.7
"9529",25,"Male","Mandarin","31Mandarin","[u]",6,0,1,380.7
"9544",25,"Male","Mandarin","31Mandarin","[ʉ]",0,0,0,793.7
"9545",25,"Male","Mandarin","31Mandarin","[y]",2,0,0,564.5
"9546",25,"Male","Mandarin","31Mandarin","[u]",0,0,0,388.1
"9552",25,"Male","Mandarin","31Mandarin","[y]",5,0,1,424.5
"9554",25,"Male","Mandarin","31Mandarin","[y]",1,0,0,300.3
"9558",25,"Male","Mandarin","31Mandarin","[y]",8,0,1,409.2
"9566",25,"Male","Mandarin","31Mandarin","[u]",8,0,1,760.3
"9568",25,"Male","Mandarin","31Mandarin","[ʉ]",3,0,1,965.2
"9569",25,"Male","Mandarin","31Mandarin","[i]",0,0,0,896.5
"9571",25,"Male","Mandarin","31Mandarin","[y]",4,0,1,429.1
"9574",25,"Male","Mandarin","31Mandarin","[y]",7,0,1,535
"9579",25,"Male","Mandarin","31Mandarin","[u]",0,0,0,321.5
"9580",25,"Male","Mandarin","31Mandarin","[y]",0,0,0,395.4
"9585",25,"Male","Mandarin","31Mandarin","[u]",2,0,0,351.9
"9606",25,"Male","Mandarin","31Mandarin","[i]",0,0,0,133.2
"9609",25,"Male","Mandarin","31Mandarin","[y]",3,0,0,576.7
"9613",25,"Male","Mandarin","31Mandarin","[y]",6,0,1,513.1
"9618",25,"Male","Mandarin","31Mandarin","[ʉ]",1,0,0,232.7
"9626",25,"Male","Mandarin","31Mandarin","[u]",7,0,1,397.2
"9628",25,"Male","Mandarin","31Mandarin","[ʉ]",4,0,1,425.6
"9630",25,"Male","Mandarin","31Mandarin","[ʉ]",2,0,0,918.1
"9632",25,"Male","Mandarin","31Mandarin","[u]",5,0,1,389.1
"9633",25,"Male","Mandarin","31Mandarin","[u]",3,0,1,717.8
"9637",25,"Male","Mandarin","31Mandarin","[u]",4,0,1,114.3
"9646",25,"Male","Mandarin","31Mandarin","[ʉ]",0,0,0,687.6
"9651",25,"Male","Mandarin","27Mandarin","[y]",1,0,0,683
